text,label
Symbian SDK on Unix HOWTO Describes a method for getting some parts of the Symbian SDK going on a Unix machine. ,10
"Softlok Softlok specialise in software security, anti piracy solutions and protecting web-based information. ",15
"Telemar UK A world wide supplier of Marine satellite and wireless marine communications equipment, as well as electronics repair and maintenance, airtime and navigational equipment. ",5
RocketShotz Provides a service that create custom iPhone-like browser startpage and forward it to mobile browser. ,10
iGadgetZone.com Free wallpapers and backgrounds for iPhone and iPod Touch. ,17
"Wallpapers Box Wallpapers in include hockey, elephants and motorcycles. ",16
World Technology Evaluation Center NASA/NSF Executive Summary. ,5
"PHP::Riot A web portal dedicated to PHP web development. It includes a variety of resources for PHP, MySQL, PostGreSQL, Apache, including scripts, programs, applications, tutorials, hints and tips, web hosting, publications and documentation. ",13
"Friedman, Timur University of Paris VI - Networking research. ",3
GICK Image Chump Database A gallerie of images for the purpose of demonstrating chumping style. ,7
"Elev8 Design Services include website development, maintenance, and technical support. Based in Oakland and San Francisco, California in the United States. ",9
Enterprise Security Today Computer security news for the I.T. Professional. ,15
"Common Point Technologies Provides 4D visual planning solutions to the architecture, engineering and construction industry. ",1
AOA Forums An overclocking website and forum which contains file downloads and an EPoX technician. ,8
Algol-60 for MSDOS and Z80 CP/M Algol portable compiler and runtime interpreter for MSDOS and Z80 CP/M from RHA (Minisystems) Ltd. ,13
"CVally, Inc. Offers three plug-ins for Adobe Illustrator. FILTERiT, Xtream Path, and Silhouette. ",16
Corrosion Amiga demo production from 1994-2001. Offshoots still producing music and video work for other platforms. Includes downloads of work and links to newer projects. ,17
Creating Charts with GD::Graph Sample code for creating charts using the Perl GD module: line/bar/area and pie charts. ,13
Theory and Practice of Logic Programming Journal (TPLP) The official journal of the Association for Logic Programming. ,3
ProbeStar Technical Systems Design and Development of Embedded Systems and Instrumentation for Engineering and Scientific Applications. ,2
"Search Solutions, Inc. Develops search portals based on Google's web index and search appliance technology. ",9
"Digitask Consultants, Inc. System availability specialists for mission critical computer systems in OpenVMS, Unix and NT environments on 32/64-bit LAN/WAN connected, Compaq (DEC) and Sun platforms. ",4
"CADlib A searchable online database of 2D and 3D AutoCAD and 3D Studio models, and portal to manufacturers web sites. ",1
"411 sms Text messaging 411 directory information, price comparison, language and conversion utility. ",10
Macromedia Director as a Prototyping and Usability Testing Tool Tutorial in ACM Crossroads magazine. ,11
"Kynogon, an Artificial Intelligence expert for the video game industry Kynogon develops advanced AI solutions for the interactive entertainment industry and takes into account the uniqueness of each game. Costs are reduced, deadlines achieved and time-to-market respected. ",0
"In-Sites Interactive Services offered include: design, graphic design, e-commerce solutions, hosting, and maintenance. Located in Lake Bluff, IL, just north of Chicago. ",9
Weldomat AG Supplier of advanced precision automated welding and assembly equipment for small and medium-size parts. Located in Switzerland ,14
PC Tools Firewall Plus is free personal firewall for MS-Windows based computers. ,15
"Intrusion detection at the MIT Lincoln Lab, Information Systems Technology Group Information Assurance focusing on techniques for detecting and reacting to intrusions into networked information systems. We have coordinated several evaluations of computer network intrusion detection systems. ",15
"MX Force Enables VARs, OEMs, and ISPs to provide world-class managed email security services. ",9
"Raven Publishing Company Configuration Management and Product Data Management books, seminars and professional services. ",1
"E-Train Online Microsoft MCSE Certification Training Classes, Videos and CD-ROMS. ",6
Public Key Infrastructure Standards developed by the Open Group regarding PKI. ,15
Forth Interest Group: Russian Many links; mostly Russian content with many very useful English links and phrases. ,13
"HotLinuxJobs.Com Search firm specializing in placing Linux professionals, providing contract and direct hire services to our clients. All inquires kept strictly confidential. ",12
"Symbian Signed Application digital signing programme run by Symbian. Includes details of test criteria, a FAQ and details of the process to be followed by developers. ",10
Doom for Windows CE A free port of Doom to H/PC and P/PC. By Revolutionary Software Front. ,17
Ask Bob Rankin Free tech support; computer questions and answers. ,2
"InterNetwork Defense Cisco Premier Partner specializing in Security/VPN training and consulting. Locations in Maryland, New Jersey, New York, and headquarters in Pennsylvania, United States. ",6
Javaclient for Player/Stage Allows development of applications for Player/Stage using the Java programming language. The client implements all major devices described in Player manual. Free Software licensed under the GNU GPL. ,14
"A Second Look at the Cathedral and Bazaar Another critical review of Eric Raymond's ""The Cathedral and the Bazaar."" ",12
The Gearheads (Team 1189) Team from Michigan with students from the Grosse Pointe North and South High Schools. ,14
HTML Color Chart Browser-safe colors and color names. ,7
"Dejobaan Games Developers of several puzzle games, including a people simulation called BeBop. Screenshots available, as well as a BeBop discussion board. ",17
tsaADVET Engineering drawing and data management (EDM/EDMS/PDM) tools for design document preparation and storage. ,1
"Lonardi, Stefano University of California, Riverside - Computational Biology, Data Compression, Data Mining, Information Hiding. ",3
"In-Tune Multi-Instrument Tuner For tuning guitar, bass, banjo, mandolin, violin, viola, and cello. Other instruments via the pitch selector. ",11
RKPC Service On Site repair at your home or business. Website design and search engines ranking for first page listing. ,4
Stylusinc.com Offers the creation of custom software and web applications. ,2
rEvolutionaryEngineering Researches and develops applications using evolutionary algorithms and genetic algorithms for finance and engineering. ,0
"BloggingPro Themes Coverage Blogging news covering WordPress themes, with frequent updates. ",9
"Extended Data Solutions Custom system design, development and services for data exchange. ",2
Layer 1 Software Network Performance Software. ,5
Spanish Spider Specializing in web design services for English speaking property owners for renting their properties. ,9
Dartecs GmbH Swiss developer of software for automation and embedded systems. Features information about engineering services and product for synchronizing Palm PDAs and Nokia mobile phones. ,2
"Apache XML Project XML parsers, XSL-T processors and XML processing frameworks. ",5
"Unexia Ltd Unexia ltd offers unix/network support, setup and design services ",4
"DocuWorks, Inc. Provider of outsourced document management solutions and services to legal and corporate customers. ",4
"Roy Goring, JavaScript Trainer Courses for beginner, intermediate and advanced Javascript. ",6
"launch4j Cross-platform Java application wrapper for creating windows native executables. [Open source, GPL/LGPL] ",13
"RFC 1573 Evolution of the Interfaces Group of MIB-II. K. McCloghrie, F. Kastenholz. January 1994. ",9
"GIPS Group Design, construction and support of Internet/Intranet applications. ",2
"Charlie Arehart's Blog From web app developer and evangelist, Charlie Arehart. ",13
"Hillmancurtis.com Produces award winning Flash animations and sites where ""motion is the message."" ",11
"Newton dose A weblog from Newton developer Daniel Padilla, updated often with information surrounding the Apple Newton. ",17
Carl's Electronics Inc. Sells telephone voice changers. ,5
CM Community.com An independent forum covering hardware and software configuration management (CM). Offers information specific to CMII graduates. ,1
"SecurePlay Open Source Development SDKs Build games on Secureplay sourcecode libraries in Flash/Java C++. Create secure game transactions for multiplayer games (player management, state/event control, random events, secret events) Platform independent Encrypted pluggable communications. ",12
AlphaTrust.com Provides software and hosted services that automate the signing of electronic documents using legally valid electronic (graphical - NOT digital) signatures. ,15
"Mekatronix, Inc. Manufactures robots, microcontrollers, robot kits, microcontroller kits, RC servos, Wireless Mini Spy Cameras, IR, Usonic, and Photo Sensors, Motorola 68HC11 Chips, software and parts from many manufacturers. ",14
"EDAToolsCafe A commercial EDA portal and directory with ASIC, FPGA, PCB, and IC design information and resources. ",1
Febooti Download Speed Freeware utility for Windows. Test your internet download speed and estimate download times. ,5
"Tyler's CSS Library Free style sheet downloads, basic and colored scrollbar tutorials, and details on submitting individual design layouts. ",5
Mint Business Solutions Ltd Document management consultancy (vendor independent) that assists with selecting technology and implementing procedures. ,4
Now SMS Produces a gateway which can be used both as a SMSC and MMSC. ,10
"Fultoomobile Provides mobile wallpapers and Hindi ringtones in keypress, polyphonic and AMR formats. ",10
Maths Software Various maths titles on the Acorn Education website. ,17
"Secure Application Development Training course focused on improving application developers' security skills. Located in Brussels, Belgium. ",15
MicroTek Computer Classroom Rentals Computer lab and training facility rentals worldwide. Website includes locations and photos. ,6
"Green Mountain Software A small ""boutique"" custom development shop specializing in vertical market applications for Palm Pilot, Windows CE and Newton platforms (and corresponding Windows 95/NT applications). ",17
Indoccna Blog discusses issues relevant to Cisco certification. ,6
"Winona State University Program information, faculty directory, news, and schedule of events. Mankato. ",3
GNU Lesser General Public License (LGPL) Formerly: GNU Library GPL. ,12
Big Boards: Smileys A free database of smileys for using in message boards and forums. ,7
IronKey Tamper-resistant USB flash drives with AES data encryption in hardware. ,15
"JasPer Project (JPEG-2000 Software) An open-source initiative to provide a free reference implementation of the codec specified in the JPEG-2000 Part-1 standard (i.e., ISO/IEC 15444-1). ",5
UNIX MIDI Plugin for Netscape Can use but does not require Timidity. ,11
Blogger API Provides information and documentation about this API to manipulate blogger. ,2
"O B One Computer networking, fiber optic cable and local area networks with two locations in South Carolina. ",5
BeachFront Direct Practice tests for popular certifications. ,6
"RHINO-Project A group based in the Department of Computer Science at the University of Bonn that studies Intelligent Autonomous Systems. Topics include robotic agents, structured reactive controllers, robot learning, planning, perception, and reasoning. ",14
"WKMN Training Provides technical and sales training on networking products and technologies. Includes tutorials, reference library, vendor list, and contact information. ",5
Extract Systems Provides automated data capture and redaction technologies that help government agencies and businesses comply with privacy legislation. ,16
Pure PHP XHTML Validator PHP class for validating XHTML documents. Source code available under LGPL. ,5
"MSFT Investor Relations Includes investor news and events, reports and filings, and stock quotes. ",2
"Mobisophy Software Provides mobile phone solutions including instant messaging, photo sharing, interactive voice response and an all-in-one call controller. ",10
"Sushitek.com Web-design, Multimedia and Games, 3D animation, Video and Music. ",11
"MÃÂ¼nchen, Technical University The Faculty of Informatics offers announcements and informs about itself, teaching, research and campus. ",3
"Samuel Tardieu Wrote PicForth, a free-software Forth compiler for the Microchip PIC microcontrollers. ",13
"Kentech, Inc. Software products for milling, turning, and CNC training, as well as machine shop utilities. ",1
Electronic Transactions on Artificial Intelligence ETAI is an electronic journal which provides a process for open discussion about articles and feedback to authors before an article is accepted. ,0
W3Schools Provides introductory content covering XSL. ,5
"Express Computer Systems Provides refurbished Sun Microsystems, used Cisco, IBM xseries and pseries servers, HP 9000 servers, and NetApp hardware. Offers short term rentals and leases as well. ",8
"TWiki Heavily featured variant, with revision control, templates, category tables, authorization based on groups, automatic email notification of changes, file attachments. ",16
Focus On Courseware Affordable IT training papers for all major software. ,6
"Timeless Technologies Association and non-profit club management, sports league scheduling and administration, and consulting services. ",16
"Search Engine Optimization Promotion Information on the more common Meta Tags, to help achieve top search engine ranking. ",5
FontFinder.ws Search engine for free and commercial fonts from across the web. Search results include previews and are sorted by relevancy. ,7
"PyInstaller A program that packages Python programs into stand-alone executables, under Windows, Linux and Irix. ",13
YM Plug-in for CL-Amp YM Plug-in for CL-Amp for BeOS. ,11
Tablet PC Review Spot Collection of Tablet PC reviews ,17
"Cellular Authentication Token Developer of the CAT Cellular Authentication Token, TFA OTP Strong Authentication unique affordable, secured and easy to deploy solution. ",16
"Ampronix, Inc Offers medical monitors and industrial video printers, VCR repair as well as CRT tubes and flat panel. ",8
"C-COR.net Corporation Designs and manufactures electronic equipment for use in cable television distribution systems and data transmission systems. Provides full line of technical customer services including network analysis, design, installation, training and maintenance. (Nasdaq: CCBL). ",5
SWFUpload Upload files to a server via flash and listen all the events from JavaScript. Fully customizable. ,11
"Justice-Roche Builds web sites, multimedia presentations and virtual tour photography. ",11
"Maxim Integrated Products, Inc. Develops, manufactures and markets high performance CMOS integrated circuits and semiconductor-based systems. ",8
"ACM Transactions on Mathematical Software Includes current issues, list of upcoming articles, background and resources. ",3
"ACS Software AutoEDMS combines document management and workflow; file check-out/check-in, viewing and printing; revision control, and database searches. ",1
"Design2Kill Offers services in graphic design, search engine optimization, e-commerce website design and development. Located in Mumbai, Maharashtra, India. ",9
IMSC Computer Graphics and Immersive Technologies Lab Supports research and development efforts related to interactive computer graphics and immersive technologies. ,3
"MP3CDSoftware.com Offers easy-to-use MP3 and CD software including MP3 WAV converter, CD ripper, CD burning software. ",16
"Yobbo Wireless Community Contains photos, network information and links to other wireless and radio sites. (Christchurch, New Zealand) ",5
Calltrol Object Telephony Server (OTS) platform for integrating telephony support into other applications. ,5
"Weka 3: Data Mining Software A collection of tools that implement decision trees and tables, rule learners, Naive Bayes, support vector machines, voted perceptrons, multi-layer perceptron. Meta schemes include bagging, stacking, and boosting. Written in Java. [GPL] ",0
"Bentley Provider of solutions to government organizations around the world with a focus on providing a platform for planning, designing and engineering, operating and maintaining spatial assets. ",1
"Angel.com Voice Sites VXML hosting within the US for Small, Medium and Large businesses. ",5
"Cowell, Jason Specializing in web, print, video design, production, corporate identity, photography and digital 2D/3D illustration. ",9
"Artificial Superintelligence Excerpt and summary, research and creation of artificial systems with encyclopedic intelligence. ",0
"Three Soft USA Prepares for Network +, A+, Cisco, MCSE 2000, Oracle DBA, Oracle Developer, E Commerce, Web Design, MOUS. Located in Virginia, United States. ",6
"Redwood Telecommunications UK telecommunication supplier specialising in voice, data, contact/call centres and messaging solutions. ",5
Roof Builder Tools A 3D roof modelling shareware for AutoCAD. ,1
World Wide Learn Tutorials to help new users learn the internet. Includes techniques for faster surfing and searching and information on netiquette and net lingo. ,6
"Douglas Thrift's Search Engine A search engine for use on small websites. Instructions, screen shots, and download information are provided. (C++, Perl) ",12
"ACM Transactions on Design Automation of Electronic Systems Includes indexed articles by volume and issue number, editorial board and author information. ",3
3GP For Free Offers videos for mobile phones. ,10
"Walling Info Systems Custom programming, software development, IT solutions, website development and hosting. ",4
blogs.sun.com Aggregation of a number of blogs from employees of Sun Microsystems. ,2
Committee T1 Sponsored by the Alliance for Telecommunications Industry Solutions and accredited by ANSI for interoperability standards. ,5
"LinkTek Corporation LinkFixerPlus allows Microsoft Word, Excel, PowerPoint, Access, Windows Shortcuts, Autodesk AutoCAD, Adobe Acrobat, InDesign, PageMaker or HTML files to be moved or renamed, in batch, without causing broken links in the files that point to them. ",16
"The Schematron The Schematron is an XML structural validation language that uses patterns in trees instead of being based on grammars. Tested to work with the following XSLT implementations: MSXSL, SAXON and Oracle work fine. XT, Xalan, and Sablotron can work with certain caveats. Plenty of source code. ",5
Inside Computers: An In Depth Guide Simple introduction for novices to computing technology. ,3
"Birdscry Artwork and Graphics Business or personal logos, animated and static banners, linkware web sets, titled backgrounds and gallery of artwork. Contact and pricing available. ",7
"vBSEO SEO plugin for vBulletin. Includes news, details of features, and a discussion forum. ",13
"Computer-Aided Design and Applications A peer-reviewed international journal dedicated to the applications of CAD technology in areas ranging from mechanical CAD to medicine, fashion and handicraft. ",1
Sony Ericsson Manufacturer of a number of phones based on the UIQ platform including the P800 and P900 ranges. Includes specifications and software downloads for available handsets. ,10
About.com - Project Management Certification Links and books on PMP certification. Includes links on other project management resources. ,6
"Jan Axelson's Lakeview Research The developer's resource for computer interfacing, ethernet and internet communications for embedded systems, USB, mass storage, parallel port, RS-232 and RS-485 serial communications, info about 8052 microcontrollers and making printed-circuit boards. ",8
"CDR-Info.com Website that contains news and announcements of new products, reviews and articles. ",8
"Evron Computer Systems Corp. Located in Markham, Ontario, providing total solutions including network installation, hardware, software, support, training, cabling and internet development. ",4
Facets of Software Localization: A Translator's View Introductory guide to software localization ,16
Upgrading the Palm III to 8 MB A description with many pictures how you to perform the upgrade. ,17
"IEEE Computer Society The original and largest worldwide organization serving as the leading provider of technical information, standards, conferences, and services to computing professionals ",8
"University Place Commodore Home User's Group (UPCHUG) Amiga and Commodore club in Tacoma, Pierce County, WA. ",17
"Deonix Scripts Templates Management A PHP script which allows start templates business. It support selling single templates and membership based templates sites. Also it support templates uploaded, members subscription, files management. [Commercial] ",13
"Jab-tech.com PC and case modifications, fans and heatsinks. ",8
"Apple Airport Base Station Page How to repair common problems, configure a station, retrofit extender antennas, and add ventilation to prolong station life. ",5
"Sierra Macintosh User Group Avery, CA. Include membership information and software links. ",17
"Desktop Icon Toy Software that can animate or blink icons on the desktop, add hover effects, remove icon text, and change the size. Free trial version. ",16
"MacKay, David Bayesian theory and inference, error-correcting codes, machine learning. ",0
Emory Web Certificate Program Atlanta-area university prepares students for careers as professional Website designers and/or developers. ,6
"SDSC Storage Resource Broker (SRB) SDSC SRB provides the abstraction mechanisms needed to implement very large distributed environments like data grids, digital libraries, and persistent archives for data sharing, data publication, and data preservation. ",3
"PMTI - Four Day Training PMTI provides a four-day PMP Prep program, including OPM3 certification prep training, and Enterprise Project Server training and consulting. ",6
"Guile GNU's Ubiquitous Intelligent Language for Extension, a library implementation of the Scheme language plus various convenient facilities. Designed to be linked into programs to make them extensible. ",13
"State University of West Georgia Includes news, program information, faculty listings, and facilities. Carrollton. ",3
NKT Integration Manufacturer of advanced integrated silica-on-silicon optical components for optical telecommunication networks. ,5
Care Touch The Garde Plus software was created in order to assist daycare services in their daily functions by providing them with a tool to facilitate administration and coordination. ,16
Dlog DNC Systems Program download directly at the control. No DNC terminal required. Direct connection of the machine to the PC. Simple serial connection of up to 8 machines. ,1
"Houston ColdFusion User Group (HOUCFUG) Provides book reviews, group meeting information, and resource links. ",13
5th. ISORC 2002 5th IEEE International symposium on Object-Oriented Real-Time Distributed Computing ,3
"Winamp Radio Scheduler Site to promote and distribute Winamp Radio Scheduler, a freeware program. ",11
"GDL Alliance An independent, international professional association consisting of GDL authors, software developers, and building product manufacturers. ",1
RFC 0426 Reconnection Protocol. R. Thomas. January 1973. ,9
"BRT CAD, CAM, CAE and PLM products and services in Canada. Pro/ENGINEER Wildfire, Windchill, Mathcad, IsoDraw, Pro/TOOLMAKER and Dimension 3D Printers. ",4
"Psioneering An independent Psion resource site, including bookshop and the EPOC DIGEST, an emailed FAQ and information resource. ",10
Silicon Integration Initiative (Si2) A forum for EDA industry leaders to collaborate on the challenges facing the EDA industry. ,1
"T.C. Electronic Creators of several plug-ins and hardware-based effects processing. Company profile, products description, support and shopping area. ",11
Backend News Project A group of Perl modules that can be used to extract backend news files from different web sites and display the news in a personal website that has the ability to run Perl CGI scripts. Project is still in beta phase. ,13
MCSE Kit Provides exam simulators for Microsoft tests. ,6
"Mariiii's Dolls House Offers hand drawn dolls, bases and pixel art, as well as tutorials to create them. ",7
Oracle Exadata Oracle data warehouse appliance. ,2
Algorithmic Composition A detailed description by Prof. James Clark of algorithmic techniques using the Nord Modular synthesizer. Includes examples based on chaotic attractors and fractal geometry. ,11
NE Key Specializing in support and drafting systems for builders and architects. ,4
"Zillman, Marcus P. Creator/Founder BotSpot.com, Executive Director Virtual Private Library ",0
"Sonic Implants Sounds and music samples for Gigasampler synthesizers. Mostly drums, but also guitars, bass and mellotron, with demos. ",11
"PropHeads Consulting Offering network design, email systems, custom database development, webservers, corporate internet access, telecommuting solutions, computer configuration, maintenance and support, security, virus protection, and web presence. Serving Orange County, California. ",4
Computer Training Solutions Intensive one to one computer training from absolute beginners to advanced in most popular software packages. Training can be customized. Located in the United Kingdom. ,6
"SamIam: Sensitivity Analysis, Modeling, Inference and More A tool for modeling and reasoning with Bayesian networks, developed in Java by the Automated Reasoning Group of Professor Adnan Darwiche at UCLA. ",0
Kanpur Genetic Algorithms Laboratory Contains information about Kanpur Genetic Algorithms Laboratory and papers published by researchers here. ,0
Research in the field of robots and cyborgs Gert conducts research in the field of robots and cyborgs. ,14
"Hako Software Custom developer of test and measurement software for manufacturing quality control, expanding into entertainment software. ",2
SyncToDo Desktop client and PilotManager conduit for to-do lists. ,17
"Bishen Realm History of the species, stories, and contests; rule based adoptions require writing. ",7
Synopsys Provides tools and services for digital system-on-chip design. ,1
"Telluride Websmith Offering design, programming, marketing and promotion services. Based in Telluride, Colorado, United States. ",9
My Phone Files Web based storage facility for mobile content. ,10
"XL Report Component designed for developing data analysis and report generation solutions through the use of Microsoft Excel ( .Net, ActiveX, Delphi VCL version). Also associated RAD tools for .Net, Delphi and MS Office. By Afalina Soft. ",13
"Interactive Network Group CD/DVD authoring, kiosks, web design, animation and video. Based in Pacifica, California, United States. ",11
Alexa - Top 20 Machine Learning Software Websites Top 20 machine learning software websites for this DMOZ category ranked by Alexa.com. [FREE] ,0
"iCubed Technologies Providers of solutions and services for real time control systems, web based applications, and office time management systems. ",2
BridgePointe Partners Group Provides solutions to unify business and technology strategies. Located in San Carlos. ,4
"Voltage Practice Exams Offers practice exams and brain dumps for the MCSA , MCSE, MCDBA, and MCSD certifications. ",6
"Alligatortek Chicago based company specializing in custom software, database, and website design and development consulting. ",4
Netware Implementation of structural cabling ( data voice video) for companies and organizations. ,5
Fire It Up Web Grafix Choose from a group of graphics consisting of buttons and a few backgrounds. ,7
StudioNorth Full-service graphic design firm. ,11
Tcl/Tk Quick Reference For Tcl/Tk 8.x based on the quick reference guide written for Perl by Johan Vromans. A Perl script is included in the distribution to reorganize the 52 pages in the Postscript source into booklet form. ,13
Billion Electric Broadband security equipment provider. ,5
Real Texture Library A large library of photo-derived tilable royalty-free textures for realistic simulators and games available for purchase. A few free samples. ,7
"Muresan, Raul C. Neural Networks, Spiking Neural Nets, Retinotopic Visual Architectures. ",0
"Topsight - Computer security and beyond Discussion site on topics such as computer news, security issues, hacking (both white hat and black hat), useful info, tech humor, and stuff that just seems wrong. ",15
IBrowse Plugins Plugins to configure MIME types properly for IBrowse. ,17
"About Microsoft Get information about the company, including a company profile, its mission and values, business strategy, and community affairs programs. ",2
"Princeton Graphics &amp; Geometry Group Conducts research in real-time 3D model acquisition, shape-based retrieval and analysis, video mosaics, lapped textures, texture mapping for cel animation, and algorithm animation. ",3
"Resplendence Registrar Utility to manage the Windows registry for own desktop and even remote computers. Enables also backing up, restoring registry entries and multi level undo. ",16
"FlipAlbum Designs Free and membership themes, plus other such as covers and accessories, with discount FlipAlbum software. Also provides custom services as individual themes, ebook services, and digitizing images. ",7
"Wharton, Nigel P. ACMA Provides project management, data transfer and general advice to housing associations implementing computer systems. ",4
"WebSuperGoo - AbcPDF and ImageGlue Create Adobe PDF documents from ASP, ASP.NET, VB or any environment that supports ActiveX. Add text, images and graphics. ",5
Dinos Web Ring Access to over 30 Web sites run by individuals interested in mainframes. ,8
China wire and cable manufacturers and exporters directory Human edited China wire and cable manufacturers and exporters directory ,8
"O'Reilly Open Books Project Read entire books online which were published under various forms of ""open"" copyright. ",12
"Stat Training Boot Camps MCSE and Cisco boot camps as well as Java, Linux, Oracle, CIW, i-Net+, Network+, XML, and A+ certification training. Locations in the United States. ",6
AutoHook A Windows tray application that allows to define macros for AutoCAD keyboard input. ,1
EZX Inc A variety of scripts to perform various marketing and sales related actions [Commercial] ,13
"HP Business Support Center (BSC) Official HP support site for small and medium businesses, with links to drivers, manuals, and frequently asked questions for desktops, PDAs and printer products. ",2
"Logo Club Logo students in St.Petersburg Russia, share their ideas and projects. ",13
"Adage Books Publisher of Microstation related books, references, and instruction manuals. ",1
The Psionics Files A project for collating information about programming the Psion Series 3 and 3a which is not in the manuals provided with the machines. ,10
"Plummer Slade Network installation, upgrade and maintenance. Linux, Novell and Citrix. Training on Timeslips, QuickBooks and TimeMatters. Located in Pittsburgh. ",4
Retroputing: Commodore Computers Commodore discussion board. ,17
"Mobishark Home of the commercial Mobishark modem application. Includes product documentation, an online shop and a blog. ",17
PMBase Inc. Offers eLearning training to project managers and project leaders worldwide to enable them to earn Professional Development Units (PDUs) and renew their PMP credentials. ,6
"NuLib Home Page Source code, binaries and documentation for NuLib, a program to manipulate the NuFX (ShrinkIt) file archives commonly used on the Apple II. ",17
"fLOW Ambient Sound Generates a changing soundscape in realtime suggestive of timbres of water, fire, earth, and air. Freeware for Mac G3. ",11
O'Reilly School of Technology Web-based courses to learn programming and computer skills. Each course comes with a complimentary copy of an appropriate O'Reilly Book to use as reference material. 7-day risk-free trial. View the full list of courses and their prices. ,6
"Acroname, Inc. Robot kits, components, information and design services. ",14
Cadlink Cadlink provides CAD data translators and viewers for a variety of proprietary as well as open file formats. ,1
"Triangle Amateur Robotics TAR is based in Raleigh, North Carolina, United States. Originally a homebrew computer club founded in 1975, the group was renamed to TAR in 1987. TAR holds monthly meetings and an annual contest. ",14
EnterpriseDB GridSQL Offers database clustering solutions for data warehousing that utilize open source databases. ,2
"Vim online Resources, tips and news for the Vim community. ",12
Free Clip Art - Celtic Knotwork Designs Clip art designs for building Celtic Knotwork border sets for web sites or email stationery. Historical information provided. ,7
Professional Certification Program from IBM Information and resources on how to get IBM certified. Directly from the source. ,6
BlueZ Open Source Bluetooth protocol stack for Linux ,5
"Community ID An OpenID implementation in PHP entirely built upon free, open source software. Provides free accounts, a support forum and a wiki. ",15
"Novas Software Provider of design comprehension and automated debug solutions for engineers of complex ICs, embedded systems and SoCs. ",1
ABB: Robot Based Automation Global provider of industrial robotics and factory automation products. Based in Sweden. ,14
openFIRST OpenFIRST is an integrated set of modules which may be used together to create or enhance a web site. It is directed towards teams participating in the FIRST competition. ,14
"Media Box MP3 Workstation Program for playing, encoding and decoding MP3 audio. Limited free version with a full version for sale. ",11
"Happy House - Your Virtual Rodent A hamster that will walk around, stuff its cheeks with food, unload the food, eat, sleep, groom itself and sleep. For Windows and Mac. ",16
"Taylor Business Software Offers modifications for the Open Systems Accounting Software line, and its own TBS package. Includes bug reporting, application registration and contact details. ",16
LogicLibrary Provider of software and web services that help enterprises develop better software applications and integrate them faster. ,2
"Gibson, Garth Carnegie Mellon University / Panasas, Inc. - Parallelism in secondary storage system technologies, especially parallel and distributed file systems, disk arrays, and network-attached storage devices. ",3
iTunesControl Provides global hotkeys and additional features to iTunes on Windows. ,11
"Technology Pathways LLC Software tools, consulting and training to the computer security community. ",15
Hospitality Internet Installation of wireless broadband internet for motels and hotels in New Zealand. ,5
"Wainwright Consulting Provides security, network, and internet consulting services in the Minneapolis and St. Paul areas of Minnesota. ",15
"JavaForge Free open source project hosting in a cloud. It offers project management, wiki, document management, builds, highly customizable issue tracking and multiple version control systems, including Subversion, Mercurial, git and CVS. ",12
"TagWrite Conversion services from WordPerfect, Bookmaster, DCF, Interleaf, Quicksilver and Ventura to RTF, XML, MS Word. Describes transformation software and company history. ",5
"General Dynamics: Itronix Developer of wireless, rugged computing solutions for mobile workers including handhelds, laptops, secure mobile servers and ultra-thin clients. ",10
Teknokraaft Specializes in bespoke software and offers web development and IT training services. ,2
Wikipedia: Comparison of Web Browsers Provides various tables giving an overview of the features and support for various standards present in a number of different browsers. ,16
"Smart Pointers: What, Why, Which? Explains what smart pointers are, why they should be used, and which one should be used. ",13
"Vietnamese American Council Links to free VPS fonts for Windows and Mac with dynamic fonts for web sites, and TriChlor fonts developed by Viet-Std Group. ",7
The Unofficial 802.11 Security Web Page Collection of papers and links covering the major wireless standards and their associated vulnerabilities. ,5
"Concordia University Department of Computer Science. Research areas include design and analysis of algorithms, computer architecture and VLSI, databases and information systems, mathematics of computation, parallel and distributed computing, artificial intelligence, programming languages and methodology, and theoretical computer science. ",3
Cnet Google Blog Elinor Mills reports for news.com on Google. ,2
"ShopCAM CAM software for mills, lathes, wire EDMs, and 2-axis machines. ",1
"Axxcelera Broadband Wireless Inc Supplies a range of broadband wireless packet-on-demand products and systems. Includes information on the technology, system overviews, and news and events. ",5
"Ooura's Mathematical Software Packages Quadrature, FFT (1D &amp; 2D), Bessel functions, and GAMERF (gamma and error functions, including quadruple precision). ",13
Bear Technologies Corporation Full service system integrators specializing in Microsoft Back Office technologies. ,4
TRS-80 Model I/III/4 Frequently asked questions. ,8
"Johnny Bigert PhD student at the Royal Institute of Technology (KTH) in Stockholm, Sweden ",3
TechTC - Technion Repository of Text Categorization Datasets Provides a large number of diverse test collections for use in text categorization research. ,0
"Free Images and Gifs Offers backgrounds, banners, bars, photography art, wizards, fairies, dragons, and angels, in addition to music animations of bands such as Pink Floyd, Widespread Panic, Dave Matthews band, Metallica, and Grateful Dead. Besides, web sets to choose from plus links to more free graphic sites. Note: Not compatible with some browsers. ",7
Tinn A free text editor that trys to address some of Notepad's limitations without getting too big. It is written in Delphi 5 using the TSynEdit components. ,12
Loadntxt Offers two-way text messaging service between the United States and the Philippines. ,10
"Nightfall Eclipsing Binary Star Program Interactive, user-friendly binary star program for lightcurve synthesis, animated views, and data fitting. Can handle eccentric orbits, surface spots and asynchroneous rotation. ",16
The Orocos Project The Open Robot Control Software Project aims to develop an architecture-independent component based framework for all aspects of robot control. Orocos is Free Software licensed under the GNU LGPL. ,14
