file_name,text,class,Y
Health_1628889.txt,Glenshire Woods Assisted living facility for seniors located in Mckeesport. ,Senior,12
Health_and_Safety_1624934.txt,Clifton Forge Fire Department Includes department information and history. Located in Alleghany County. ,Public,10
1622605.txt,"Doulas of the Palm Beaches, LLC Jeni Johnson and Tina Camilleri provide details of their services, classes, and fees, as well as FAQ and professional qualifications. Jupiter. ",Professions,9
1585169.txt,"Advanced Equine Dentistry Contains information on horse dentistry, various videos showing the use of a crush, sedation and the grinding of teeth with a power tool by Dr Shannon Lee of Woodend Australia. ",Animal,2
1621020.txt,Gonal-F Full prescribing information from RxList. ,Pharmacy,8
1623395.txt,Southern Tier Physical Therapy Associates New York based clinics which deal primarily with sports and industrial injuries. ,Professions,9
1620459.txt,"RxList: Bromocriptine Package insert-style information on the drug; covers clinical pharmacology, indications, side effects, and overdose management. ",Pharmacy,8
1623104.txt,"River Ridge East Birth Centre Hamilton, New Zealand. Map and photos. ",Professions,9
Health_and_Safety_1624167.txt,"Tolland Fire Department Inc. All-volunteer organization offers overview, events calendar, announcements, Chief's message, photos and traffic cam. ",Public,10
1620618.txt,RxList: Parafon Full prescribing information from RxList. ,Pharmacy,8
Health_1626858.txt,All Women's Medical Center Private physician's office providing abortion procedures. What to expect and contact information. San Antonio. ,Reproductive,11
Health_1627968.txt,"Leslynotes.com Describes services and contains free online childbirth classes. Plainfield, New Jersey, USA. ",Reproductive,11
1620500.txt,"Water Joe Caffeinated Water Information about this brand of water. Includes FAQs, history, and contact info. ",Pharmacy,8
1621788.txt,RxList: Procan SR Full prescribing information from RxList. ,Pharmacy,8
1620940.txt,Lodine Full prescribing information from RxList. ,Pharmacy,8
Health_1617637.txt,"Understanding the Fundamentals of Stress An article exploring the cognitive root causes of stress. Includes a self-assessment, stress reduction techniques and training programs for employers. ",Mental,5
1612452.txt,Mid State Orthopaedic and Sports Medicine Center Multispecialty group providing comprehensive orthopedic and sports medicine care. Located in Alexandria. ,Medicine,4
Health_1627286.txt,"Parentlink Singapore -- Childbirth education and labour support services. Established by Niki Macfarlane - accredited childbirth educator in the UK, editor of Pregnancy and Babycare Guide, and experience in labour support. ",Reproductive,11
1623376.txt,"NY Therapy Guide Provides access to information about the private practices of occupational, physical and speech therapists in the New York area. ",Professions,9
1577173.txt,Statewide Find meetings and phone numbers. Help for those affected by excessive drinking or family or friend. By the Nevada Area Al-Anon Family Groups. ,Addictions,0
1620806.txt,Cervidil Full prescribing information from RxList. ,Pharmacy,8
1623338.txt,"PT Health Physiotherapy Clinics A national chain of physiotherapy clinics offering occupational therapy, chiropody, sports medicine and massage. Features description of services, locations, contact information, services for employees and patients. ",Professions,9
1605112.txt,"Methodist Hospital of Chicago Chicago hospital describes health and medical services and features a patient handbook, physician directory, and employment opportunities. ",Medicine,4
Health_1628792.txt,"Jones-Harrison Residence A vibrant home to seniors in the Minneapolis community for more than a century,providing a broad range of services for older adults. ",Senior,12
1605837.txt,"Good Shepherd Medical Center Offers history, services overview, online newborn nursery, doctor directory, support groups and links. Located in Longview. ",Medicine,4
1610344.txt,"Envision Imaging of Frisco Offers imaging services in MRI, MR Angiography (MRA), CT scan, 3D Imaging, X-Ray and Ultrasound. Patient forms and exam information. Located in Frisco, Texas. ",Medicine,4
1586736.txt,"Aspen Grove Veterinary Care Full service small animal hospital in Fort Collins. Services offered by Dr Bobby Cawthron, DVM include internal medicine, surgery, dentistry, therapy laser and laser surgery. ",Animal,2
1619379.txt,"Baylor College of Medicine - Body Composition Laboratory Material resource for measuring body composition (lean, fat, bone) for health and nutrition using medical physics techniques. ",Nutrition,7
1622657.txt,"River City Birth Information about services in St. Louis, MO. by Linsey a Certified Labor Doula with DONA international. Services include three prenatal visits, support throughout labor and birth and postpartum assistance. ",Professions,9
1577012.txt,"Center for Online and Internet Addiction Offers resources that deal with internet addiction, as well as offers tips on cyber-wellness. ",Addictions,0
Health_1613830.txt,"Sesame Institute A registered charity which promotes drama and movement therapy through training, outreach and other activities. Information on the Institute, news, publications, training, and services is included. ",Mental,5
Health_1626975.txt,"Catholic Charities of San Diego: Pregnancy and Adoption Offers counseling, medical referrals, baby clothing, and education on pregnancy, infant care, child development, budget and home management, and stress reduction. ",Reproductive,11
Health_1628584.txt,"Oasis at El Corral Senior assisted living, memory care, and respite care home in Tucson AZ. Discussion of services and amenities, photos, activity list, contact information and employment opportunities. ",Senior,12
1619079.txt,"Singapore Nutrition and Dietetics Association (SNDA) The professional organisation for dietitians and nutritionists. Offering information, news, conference and membership. ",Nutrition,7
1577080.txt,"Steps by the Big Book Freely available group workbook companion to the 12 Steps by the Big Book, Alcoholics Anonymous (AA). For those in recovery from alcohol, drugs or other addictions. ",Addictions,0
1619395.txt,"Food and Nutrition Information Center A resource for all of the US government nutrition campaigns and programs. Includes articles, lists and links. ",Nutrition,7
1621383.txt,Namenda Full prescribing information from RxList. ,Pharmacy,8
1583295.txt,"Foot's Delight Reflexology Sessions in Salisbury, North Carolina. Explanation of services offered and contact information. ",Alternative,1
1618967.txt,"LowCarb.ca Provides news, forums, research topics, and recipes. ",Nutrition,7
1621339.txt,"Safe Access Now - Reasonable Medical Marijuana Guidelines Community-based organization that promotes guidelines for medical marijuana patients to be presumed in compliance with California HS 11362.5, known as the voter-approved Prop 215, the Compassionate Use Act of 1996. ",Pharmacy,8
and_Diseases_1590411.txt,"Colorectal Cancer Coalition C3 is an organization, located in Washington D.C. and with national scope, whose aims include advocacy in research, policy and awareness. ",Conditions,3
1578140.txt,Rancho L'Abri Treatment Center Non-hospital based treatment program for the chemically dependent and dually diagnosed individual. Near San Diego. ,Addictions,0
1605065.txt,"Fannin Regional Hospital A general medical/surgical 34-bed, acute care facility, including a five-bed intensive/coronary unit and new three-bed birthing center. ",Medicine,4
and_Diseases_1600568.txt,"Prosopagnosia (Face Blindness) Cecilia Burman, who cannot recognize people by their faces, explains what it is like to live with prosopagnosia. ",Conditions,3
Health_and_Safety_1626211.txt,"Michigan Society for Infection Control (MSIC) Promotes, establishes, and enhances the highest quality standards to reduce the potential for and the risk of infectious and non-infectious outcomes. History, membership information, and publications. ",Public,10
and_Diseases_1599273.txt,"Betty's House Shares information about living a long, healthy life while coping with MS. ",Conditions,3
Health_1627924.txt,"Chilliwack Prenatal Detailing in home prenatal and childbirth classes with birth philosophy and certification information. Chilliwack, British Columbia area. ",Reproductive,11
Health_1614349.txt,"Child and Family Wellness Private practice of Sheri Fay, LMFT, LPC located in Philadelphia, Pennsylvania. Description of services offered, biography, FAQs, links to mental health resources. ",Mental,5
1605489.txt,"St. Patrick Hospital and Health Sciences Center Located in Missoula featuring The International Heart Institute, The Chalice of Repose Project, and The Center for Health Information. Includes facts, and information on the administration and staff. ",Medicine,4
1585224.txt,In Hand Equine Massage Provides sports massage for the equine athlete and pleasure horse. Elisa J. Scott explains the benefit of horse massage therapy and provides her qualifications and testimonials. Serving Virginia. ,Animal,2
1583424.txt,MayanReiki Combines Karuna methods with Mayan herbal healing. Information on workshops in Belize. Based in Tampa. ,Alternative,1
Health_1626634.txt,Male Contraception Using Testicular Heating Results from the literature and from self-experimentation on the use of testicular heating as a birth control method. ,Reproductive,11
Health_1615381.txt,"Center for Hope of the Sierras Reno, Nevada. Dedicated to residential treatment, transitional treatment, and alumni intensives for adolescent and adult females ages 16+ with anorexia, bulimia and other eating disorders. The program is multi-disciplinary and includes equine therapy. ",Mental,5
Health_1628461.txt,"Care Pathways Provides families and health professionals with details of the care options available in the USA, as well as offering support, needs assessment, and product sales. ",Senior,12
Health_1628472.txt,LivHOME Offers programs to help elders live independently in their own homes. Services and stories. ,Senior,12
Health_1626921.txt,"Care Confidential National network of independent centres providing free pregnancy tests, unbiased and non-judgemental crisis pregnancy and post-abortion counselling deriving from Christian values of care and compassion. ",Reproductive,11
1619283.txt,"Ohio State University Extension Fact Sheet: Magnesium This fact sheet explains the role of magnesium in the body, and which foods we should eat to get an adequate daily amount. ",Nutrition,7
1622962.txt,"Medical Transcription Service of Texas Provides 24-hour medical transcription services using a toll-free telephone number or a hand-held dictation recorder. Services, education information, and career opportunities. ",Professions,9
1580465.txt,"Holistic Health Center Acupuncture, Chinese Herbal Medicine and Therapeutic Massage, with 2 locations in Northern California. ",Alternative,1
Health_1628843.txt,"Esplanade Assisted Living Inc. Assisted living, Alzheimer's care, in New York and Connecticut. Photos, services and amenities, activities and contact information. ",Senior,12
1580405.txt,"Heartland Healing Center Directory of alternative healing practitioners in Omaha, Nebraska. ",Alternative,1
Health_1627382.txt,"CARE: Centres for Assisted Reproduction Treatment of infertility with assisted reproductive techniques including IVF and ICSI. Patient support groups and counseling are available. Locations in Nottingham, Manchester and Leicester. ",Reproductive,11
1579059.txt,French Consensus Conference on Smoking Cessation Summaries and recommendations on: tobacco consumption and associated costs; individual variation in smoking and quitting; scientific evidence of effectiveness of various quit smoking methods; conditions that allow health professionals to be more effective in reducing tobacco use. ,Addictions,0
1584116.txt,"How to Live with, Feed and Handle your Pet Bird Veterinarian workshop that offers one free course covering behavior awareness and other sessions on bird handling for a fee. Also provides training tips. Located in Gainesville, Florida. ",Animal,2
Health_1613947.txt,"Change For Good Offers a variety of self-hypnosis audiotapes, free reports and online therapy and counseling. ",Mental,5
1622765.txt,"All Four Trimesters Doula Service Offers services in Madison and South Central Wisconsin. Find information about Doulas, the services offered, and contact information. ",Professions,9
1582961.txt,"Living in Health Ellen Potthoff, D.C., N.D., a Chiropractor and Physician practicing in Martinez, CA. ",Alternative,1
Health_1627059.txt,Madonna House of Northern Kentucky Located in Fort Mitchell. Program overview and contact information. ,Reproductive,11
1622788.txt,"MedRemote Information on services provided for hospitals, medical transcription service organizations, health-care facilities and physicians. Web-based applications for digital dictation, speech recognition, medical transcription, data extraction, HIS integration and transcription workflow management. ",Professions,9
1618930.txt,"Centurion Ministry Offers Jesus-inspired and Bible-based nutritional programs to treat AIDS, cancer, and a host of other diseases. ",Nutrition,7
1618988.txt,Dr Guberman's Health and Wellness Discusses recent advances in alternative nutritional supplementation and nutritional disease protocols. ,Nutrition,7
Health_1629016.txt,"St. Andrew's Resources for Seniors (STARS) A faith-based, not-for-profit organization dedicated to serving seniors in the St. Louis, Missouri area by helping with senior housing and community services. ",Senior,12
1618305.txt,"Nursing Humor on: The Nurse Friendly Nursing humor resource and nurse email directory, provides registry for student nurses, LPNs and RNs. ",Nursing,6
1619098.txt,"New Brunswick Association of Dietitians Professional body offering membership, regulations and bylaws. ",Nutrition,7
and_Diseases_1592771.txt,"eMedicine - Esophageal Varices Find an introduction, clinical differentials, workup, treatment, and medications. ",Conditions,3
Health_1628711.txt,Hitz Memorial Home And Assisted Living Apartments A health and human service ministry of the United Church of Christ. ,Senior,12
Health_1628743.txt,"Continuum Health Services Multi-level communities which include independent living, assisted living, residential care, nursing home care, and home health, locations in Auburn, Gorham, Kittery and York, Maine. ",Senior,12
Health_and_Safety_1625179.txt,"University of Virginia - Pegasus Site gives emergency numbers for the state of Virginia to call for rotary air ambulance. An explanation of their helicopter service ""Pegasus"" and the University of Virginia Health System 's emergency life flight team is documented. ",Public,10
Health_1614129.txt,"Dr. Justin D'Arienzo Private practice located in Jacksonville, Florida. Description of services provided, including online testing services, and provider biography. ",Mental,5
1619238.txt,"In the Matter of Food Labeling: Trans Fatty Acids in Nutrition Labeling, Nutrient Content Claims and Health Claims; Reopening of the Comment Period Report to the FDA featuring background information and scientific evidence on trans fatty acids. ",Nutrition,7
1618478.txt,"Michigan Nurses Association The professional association for registered nurses in Michigan, the MNA helps nurses address the practice, political and professional issues affecting RNs. ",Nursing,6
1577749.txt,"Richmond AA meeting list, service opportunities, activities, and basic information about Alcoholics Anonymous. By Richmond Intergroup. ",Addictions,0
1618225.txt,"U.S. Nursing Corporation Offers short term travel positions at facilities during strikes. Includes current and potential positions, frequently asked questions, benefits, and application. ",Nursing,6
1586341.txt,"Crown Veterinary Clinic Small animal practice in Nutfield, Redhill, Surrey. Includes details of the services offered, the doctors, staff, location and hours. ",Animal,2
1581105.txt,"Spiritual Human Yoga - Holland Courses in Human and Universal Energy developed by Vietnamese Master Luong Minh Dang. Multilingual site. World headquarters in Saint Louis, Missouri. ",Alternative,1
1608130.txt,"Obgyn.net Offers news and research, including original articles, forums and chats for health professionals and patients. ",Medicine,4
Health_1613703.txt,Loving Living Life Practices for raising emotional vibrations and creating through the power of intention. Based on Avatar and Resurfacing. ,Mental,5
1608351.txt,New Recommendations for Gestational Diabetes Testing An overview of new ACOG recommendations for gestational diabetes screening. Includes information on risk factors and treatment of GDM. ,Medicine,4
and_Diseases_1601196.txt,Acute Respiratory Distress Syndrome - eMedicine Clinical information on this disorder. ,Conditions,3
Health_1627934.txt,"Learn to Birth Susan Myers, AAHCC, is an independent certified instructor in the Bradley Method of natural childbirth. Serving the Charlotte, North Carolina metro area. ",Reproductive,11
Health_1613401.txt,"Association of Mediation and Transport Services (AMATS) Professional organization of businesses specializing in intervention, mentoring and transport services for adults and adolescents. ",Mental,5
Health_and_Safety_1625688.txt,British Cave Rescue Council Representative body for voluntary underground rescue in the British Isles. ,Public,10
1618551.txt,"Nursing History Review Offers historiographic articles and book reviews covering nursing in the United States and throughout the world. Tables of contents, subscription information, and contributor guidelines. ",Nursing,6
1622480.txt,"Paula Pedersen Birth services provided in Cape Town, South Africa. Articles and informational hand outs are provided as well as frequently asked questions and a profile of the owner. ",Professions,9
1622641.txt,River Bend Doula Services Birth doula (labor assistant) services in the Pioneer Valley of western Massachusetts and southern Vermont. Find details about Anne Campbell and the services she offers. ,Professions,9
1585289.txt,Plants Poisonous to Goats Scientific article from the Extension Goat Handbook by the National Agricultural Library. ,Animal,2
Health_1615279.txt,"Anorexia and Bulimia - My Story Personal story of suffering from anorexia and bulimia and information regarding signs, damage and treatment. ",Mental,5
1612795.txt,"William M. Portnoy, M.D. Located in New York, NY. William M. Portnoy, M.D., F.A.C.S. and his staff deliver medical and surgical treatments for patients with ear, nose and throat disorders and disease. ",Medicine,4
and_Diseases_1590652.txt,"Alliance for Cervical Cancer Prevention Committed to prevention through research and screening. Includes organization background, information and publications; presented in English, French, and Spanish. ",Conditions,3
1584139.txt,CPR for Birds Discusses cardiopulmonary resuscitation that can save a bird's life in the correct circumstances. ,Animal,2
1618768.txt,"Wong on Web Information and updates for books by Donna Wong. Also news, articles, links to related resources. ",Nursing,6
Health_and_Safety_1624609.txt,Baldwinsville Volunteer Fire Company A volunteer company. History section and archive section dedicated to newspaper reports. Apparatus pictures and a roster page. Located in Onondaga County. ,Public,10
1618497.txt,"Arkansas Nurses Association Voice of professional nursing in Arkansas. Legislative action, workplace advocacy, scholarships. ANA constituent member. ",Nursing,6
Health_1626803.txt,"Midwest Health Center for Women Minneapolis clinic offering reproductive health care, including abortion services (to 16 weeks). Site provides several fact sheets for patients. ",Reproductive,11
1578308.txt,"David W. McKone Adolescent chemical dependency counselor in Toledo, OH. ",Addictions,0
1620224.txt,MedlinePlus: Anabolic Steroids General information and links to resources. ,Pharmacy,8
1580215.txt,"Center for Health Psychology Provides theoretical background and empirical studies by researcher on improving cognitive abilities in brain injured, learning disabled, and ADD populations. ",Alternative,1
1584565.txt,21Cats.org Provides information to improve the health and well-being of cats. ,Animal,2
Health_1627354.txt,"Eugonia Assisted reproduction unit located in Athens. Company profile, treatment options and statistics. [English and Greek] ",Reproductive,11
Health_1628754.txt,Ma Maison Senior Assisted Living Senior living care with 24 hour supervision. Assistance with all daily activities available including transportation. Located in North-east Baltimore County. ,Senior,12
1609269.txt,"Children's Hospital of Buffalo - Department of Pediatric Ophthalmology Patient Information about Strabismus, Pediatric Ophthalmology, Reading and Learning Disorders, Amblyopia, other links. ",Medicine,4
1580033.txt,The Body Project Lessons in San Francisco and Berkeley with Certified Instructor Elyse Shafarman. ,Alternative,1
1620767.txt,"MedlinePlus: Desoximetasone Topical Provides information on usage, precautions, side effects and brand names when available. Data provided by various government agencies and health-related organizations. ",Pharmacy,8
1606021.txt,"Ohio Valley Medical Center Mission statement, history, news statistics, phone directory, corporate and community programs, and patient/visitor guide. Located in Wheeling. ",Medicine,4
1610396.txt,American Journal of Roentgenology AJR is a peer-reviewed journal dedicated to the goal of the advancement of medicine through the science of radiology and its allied sciences. ,Medicine,4
Health_1616498.txt,"Avoidant Personality Disorder Dedicated to reaching out and supporting the online community of those with AvPD/APD and some of its overlapping components, such as Social Phobia, and PTSD through discussion, encouragement and resources. ",Mental,5
Health_1627873.txt,Ecstatic Pregnancy and Birth A virtual pregnancy and childbirth education center. ,Reproductive,11
1583110.txt,"Iridology Information on diagnoses one can really observe in the eye, and why iridology is fraud. ",Alternative,1
1582757.txt,"Holisticonline.com: Meditation Meditation is covered in depth including relaxation response, postures for meditation, and meditation practices. Healing application of meditation is also covered. ",Alternative,1
1579103.txt,Age at Smoking Initiation and Lung Damage Scientific paper examines the evidence that lung damage is greater and more lasting the younger a person started smoking. ,Addictions,0
1619334.txt,"Zinc Article describing role zinc has in American society. Includes RDA recommended intake, good food sources, and functions. ",Nutrition,7
1577077.txt,"Peter Young Housing, Industries and Treatment Program run by a Catholic priest designed to help alcoholics with a successful recovery. ",Addictions,0
Health_1617430.txt,"Evidence-Based Mental Health To alert clinicians working in the field of mental health to important and clinically relevant advances in treatment, diagnosis, aetiology, prognosis/outcome research, quality improvement, continuing education, economic evaluation, and qualitative research. ",Mental,5
Health_and_Safety_1624724.txt,"Pleasant Hill-Newton Township Fire Association History, recruitment, training, and membership. Located in Miami County. ",Public,10
1623166.txt,"Natural Attachment Pittsburgh. Midwifery and doula services. FAQ, fees, and legal information. ",Professions,9
1585693.txt,"University of Cambridge: Veterinary School Department of Clinical Veterinary Medicine. Features admissions, research, talks, and seminars. ",Animal,2
Health_1628940.txt,"Regency Sun Terrace Independent and assisted living community in Sunnyside, WA. Photos and floor plans, services and amenities, and contact information. ",Senior,12
Health_1627230.txt,Pregnancy Care Center - TN Nonprofit crisis pregnancy care center serving the mid-TN area of Donelson-Hermitage-Old Hickory-Mount Juliet-Lebanon. ,Reproductive,11
Health_1627611.txt,Offices for Fertility and Reproductive Medicine Offering care to patients with problems concerning reproductive endocrinology and infertility. Located in New York with offices in Greenwich Village and midtown Manhattan. ,Reproductive,11
1580778.txt,"Action For Breakthroughs, Inc. Al Spicer, Psy.D., personal effectiveness coach. Partners with people who are committed to creating a life filled with daily effectiveness, balance, and personal and professional success. (Chicago) ",Alternative,1
1586061.txt,"The Animal Emergency Clinic of the Fraser Valley Provides after hours emergency and critical care for companion animals and exotic pets, working in cooperation with family veterinarians. Gives details of services offered, clinic hours and professional staff. ",Animal,2
1612472.txt,WestMichiganSpine Providing comprehensive spine care in Kalamazoo. ,Medicine,4
Health_1614553.txt,"Queer Youth Info and Counseling Jayme Peta has a degree in counseling psychology and is a pre-licensed professional psychotherapist in Boulder, Colorado, specializing in working with gay, lesbian, bisexual, and transgender youth. Includes profile, FAQ and articles. ",Mental,5
Health_1616329.txt,"Asperger/HFA Network Society for adults with Asperger syndrome (AS) and high functioning autism (HFA). (English, Swedish) ",Mental,5
Health_1627553.txt,"Parenting Partners Gurnee, IL based agency specializing in surrogacy arrangements. Includes details on services, profiles, and contacts. ",Reproductive,11
1622450.txt,"University of Northern Colorado: Audiology and Speech Language Sciences Includes details of the graduate and undergraduate programs, the clinic, faculty and staff. ",Professions,9
Health_1616598.txt,"Schizotypal Disorder Resources Includes description, FAQ, videos, news blog, forum and link collections. ",Mental,5
1620957.txt,Tricor Full prescribing information from RxList. ,Pharmacy,8
1618843.txt,"New Hampshire School Nurses' Association Includes conferences, immunization requirements, frequently asked questions, school health resources manual, nurse of the year, and listserv information. ",Nursing,6
Health_1615905.txt,Attention Deficit Disorder Resources Includes links to a variety of ADD Internet resources. ,Mental,5
Health_1627394.txt,"Jwan Murad Clinic Based in Sharjah, UAE. Biographies, treatment options and FAQs. In Arabic and English. ",Reproductive,11
and_Diseases_1591139.txt,Chordoma Support Group Offers an online support group for all those affected by Chordoma. ,Conditions,3
1619033.txt,"Zonya Health International Professional speaker and nutrition expert, with recipes and speaking schedule. ",Nutrition,7
1579089.txt,tobaccofreekids.org Special Report: Big Tobacco: Still Addicting Kids Research reports on tobacco industry and marketing to kids before and after the Master Settlement Agreement with the states in November 1998. ,Addictions,0
Health_1628846.txt,"Liberty Healthcare Services Offering a full continuum of care from retirement living, to assisted living and nursing home care in North Carolina. ",Senior,12
Health_1628491.txt,"Informed Decisions, Inc. - Caregiving and Elder Care Issues Eldercare resources for family caregivers. Information about long term care, home health care, Assisted living, and nursing homes. ",Senior,12
1579231.txt,"ChiMed History of Chinese medicine site hosted by Albion College, Michigan. Lists scholars, libraries, online resources, bibliographies. ",Alternative,1
1619067.txt,"Practical Nutrition Find out about counseling services available by phone, online or in-person; also offers details on wellness programs, cooking classes and health writing. ",Nutrition,7
1623032.txt,"On-Line Birth Center Resources for midwives, nurses, doulas, childbirth educators, doctors, and parents. ",Professions,9
1610175.txt,"Ct is Us CT teaching files including sections on: adrenal, liver, kidney, musculoskeletal, small bowel, stomach, chest, pancreas, spleen, and OB/GYN. Created and maintained by The Advanced Medical Imaging Laboratory (AMIL). ",Medicine,4
1582350.txt,Massage Angels Offers a searchable directory of therapists in the United States. ,Alternative,1
1585782.txt,Christian Veterinary Mission Practical evangelism in developing nations by Christian veterinarians. ,Animal,2
Health_1628487.txt,"CareScout Quality-of-care ratings and discounts on nursing homes, assisted living facilities and home health agencies, plus information on long-term care insurance. ",Senior,12
and_Diseases_1598217.txt,"Fibromyalgia Cure? In-depth review of fibromyalgia symptoms and treatment by Blair Lamb, M.D. Focus is on pain information, treatment and relief. ",Conditions,3
Health_1617226.txt,"World Counseling Network Participants may promote their practices, list service offerings, sell products. ",Mental,5
1618285.txt,Mademoiselle Miss A collection of letters from an American nurse serving in France during World War I. ,Nursing,6
1577755.txt,Roanoke AA meeting schedules and special events. Hotline and office information. By Roanoke Area Intergroup of Alcoholics Anonymous. ,Addictions,0
Health_and_Safety_1625224.txt,"MedExpress Ambulance Service, Inc. Air and ground ambulance service in Louisiana and Mississippi. (Pineville) ",Public,10
1622572.txt,Blessed Births Doula Care and Services Pikes Peak region. Profile and rates. ,Professions,9
and_Diseases_1600865.txt,"HBRI: TMAU Human BioMolecular Research Institute describes this disorder, how it's diagnosed, and testing for it. ",Conditions,3
Health_1617252.txt,Institute of Biodynamic Psychology and Psychotherapy Biodynamic medicine including biodynamic psychotherapy and massage. Diploma courses offered in Ireland. ,Mental,5
Health_1628578.txt,Atria Retirement and Assisted Living Kentucky based provider of retirement and assisted living services in the United States ,Senior,12
1622496.txt,"It Takes a Village Birth Services Calgary, Alberta. Includes photos and a profile of the doula. ",Professions,9
1605216.txt,Iowa Health System Integrated healthcare system including 7 hospitals and over 450 physicians. ,Medicine,4
Health_1626974.txt,"Villa Majella Maternity Home Information for women experiencing crisis pregnancies and in need of help. Located in Santa Barbara, California. ",Reproductive,11
1587567.txt,"Valle Verde Pet Hospital Small animal facility located in Henderson. Provides details of the medical, surgical, dental and wellness care services offered, the doctor, location and hours. ",Animal,2
Health_and_Safety_1624992.txt,"Plymouth Fire Department Safety tips, apparatus, photographs, and training information. ",Public,10
Health_1628810.txt,"St. Luke's Nursing Center Residential long term care, assisted living, skilled nursing, respite and adult day care in Carthage, MO. Services and amenities, photos, and contact information. ",Senior,12
1604286.txt,"Summa Health System Information on the health services, calendar of events, community and medical education, research and information on the numerous health care facilities. (Akron, Ohio) ",Medicine,4
Health_1627747.txt,ART Success Rates - CDC Provides success rates of procedures and infertility clinics throughout the United States. ,Reproductive,11
and_Diseases_1596802.txt,"MedicineNet: Giardiasis Doctor produced consumer health information including what is giardiasis, who is at risk, signs and symptoms, diagnosis, treatment and prevention. ",Conditions,3
Health_1626769.txt,"Abortion Medical Services Board certified gynecologist offers pregnancy termination. Features staff, office overview, services, fees. Includes Spanish translation. Based in Denver. ",Reproductive,11
1620243.txt,Alphanate Full prescribing information from RxList. ,Pharmacy,8
Health_and_Safety_1626445.txt,"Patient Safety Reporting System A voluntary, confidential, non-punitive program available to all VA employees for the reporting of events and concerns related to patient safety. ",Public,10
1606142.txt,How Stuff Works: Magnetic Resonance Imaging (MRI) Informative illustrated explanation of Magnetic Resonance Imaging (MRI) written by a Registered Technologist in Radiography and Magnetic Resonance Imaging. ,Medicine,4
Health_1616484.txt,Psychopathy and Antisocial Personality Disorder: A Case of Diagnostic Confusion Robert Hare disagrees with the subsuming DSM-IV category of Antisocial Personality Disorder and suggests to maintain a distinct mental health diagnosis of psychopathy. ,Mental,5
1620650.txt,Leustatin Full prescribing information from RxList. ,Pharmacy,8
1618787.txt,"The National Association of Pediatric Nurse Associates and Practitioners American professional organization of pediatric health care practitioners stressing infant and child disease prevention, growth and development, treatment of illnesses. ",Nursing,6
1607403.txt,"Electrogastrography Presents a overview of electrogastrography from methodological point of view, explains the quantitative information that can be extracted from EGG, and discusses clinical studies related to gastric electrical activity ",Medicine,4
1622441.txt,"The University of Hong Kong: Audiology Offers a two year Masters program. Includes an outline of the curriculum, employers' and students' comments and information on tuition fees. ",Professions,9
1606846.txt,"Targ Mobile Anesthesia Provides portable services for dental offices, with brochures available for downloading in Spanish, Mandarin, Japanese, Vietnamese and English. Includes credentials and patient information. ",Medicine,4
Health_1628776.txt,"Glacier Hills, A Continuing Care Community A continuing care retirement community (CCRC) offering a continuum of care with a variety of environments for independent, assisted living and nursing care for older adults in Ann Arbor. ",Senior,12
1620606.txt,RxList: Librax Full prescribing information from RxList. ,Pharmacy,8
Health_1614203.txt,"Therapy Help Psychologist Susan Heitler offers fresh perspectives on psychotherapy, marriage counseling, couple communication and conflict resolution. Offers books, tapes, and workshops. ",Mental,5
1618962.txt,PCOS and Carbohydrates Several links about insulin resistance and carbohydrate-controlled diets. ,Nutrition,7
1607098.txt,"The International League of Dermatological Societies-ILDS Global body representing dermatological societies throughout the world : synopsis, societies, events, newsletter, world congress. ",Medicine,4
1623103.txt,"Midwifery Care of Peel and Halton Hills Ontario, Canada. Information on the practice of midwifery, with links to professional organizations and to education resources. ",Professions,9
1621372.txt,Ponstel Full prescribing information from RxList. ,Pharmacy,8
1581184.txt,"Ian Stone: Metaphysical Institute Information on distance and energy healing, and ghost and spirit removal. Contains profile, and services and fees details. Melbourne, Australia. ",Alternative,1
and_Diseases_1598938.txt,American M.E. Society The Myalgic Encephalomyelitis Society of America concentrates on CFS research information and advocacy issues. ,Conditions,3
Health_and_Safety_1624031.txt,"Beaver Dam Littlefield Fire Department Provides an overview, dispatch method, scanner frequency, and officer roster. ",Public,10
1581819.txt,Classical Homoeopathic Research Centre - Nyanga Provides information on courses offered by the center along with treatment options offered by the trustees of the center - Dr. Prasad S. Shetye and Dr. Falguni K. Khariwala. ,Alternative,1
Health_1628941.txt,"Foss Home and Village A non-profit nursing home in north Seattle. It provides: assisted living, transitional care, continuing care, dementia care, and community outreach. ",Senior,12
1586593.txt,"Cedar Veterinary Hospital Located in Fresno, California. Find details about the veterinarians, hospital staff, the services offered, and a newsletter. ",Animal,2
Health_and_Safety_1625556.txt,"Pennsylvania Chapter of the American College of Emergency Physicians Advocate and supporter of persons delivering and receiving emergency medical care. Includes meetings, news, newsletter and health care information. ",Public,10
1619291.txt,"Potassium Explaining benefits of potassium in diet, functions of, and assortment of foods containing the mineral. ",Nutrition,7
1620416.txt,"MedlinePlus: Betamethasone Topical Provides information about dosage, usage, warnings, and side effects. ",Pharmacy,8
1610161.txt,"Advanced Health Education Center Continuing medical education for radiologic technologists, mammographers, physicians, and other medical imaging professionals. Live and home study courses. ",Medicine,4
1623320.txt,Kansas Physical Therapy Association Information and for members of this association. ,Professions,9
and_Diseases_1590691.txt,My Life Changed After Ovarian Cancer Weblog by a woman with advanced disease. ,Conditions,3
